id	name	wiki_title	description	wiki_url
D000550	Amblyopia	Amblyopia	"Amblyopia, also called lazy eye, is a disorder of sight in which the brain fails to fully process input from one eye and over time favors the other eye. It results in decreased vision in an eye that typically appears normal in other aspects. Amblyopia is the most common cause of decreased vision in a single eye among children and younger adults. The cause of amblyopia can be any condition that interferes with focusing during early childhood. This can occur from poor alignment of the eyes (strabismic), an eye being irregularly shaped such that focusing is difficult, one eye being more nearsighted or farsighted than the other (refractive), or clouding of the lens of an eye (deprivational). After the underlying cause is addressed, vision is not restored right away, as the mechanism also involves the brain. Amblyopia can be difficult to detect, so vision testing is recommended for all children around the ages of four to five as early detection improves treatment success. Glasses may be all the treatment needed for some children. If this is not sufficient, treatments which encourage or force the child to use the weaker eye are used. This is done by either using a patch or putting atropine in the stronger eye. Without treatment, amblyopia typically persists. Treatment in adulthood is usually much less effective. Amblyopia begins by the age of five. In adults, the disorder is estimated to affect 1–5% of the population. While treatment improves vision, it does not typically restore it to normal in the affected eye. Amblyopia was first described in the 1600s. The condition may make people ineligible to be pilots or police officers. The word amblyopia is from Greek ἀμβλύς amblys, meaning ""blunt"", and ὤψ ōps, meaning ""eye""."	https://en.wikipedia.org/wiki/Amblyopia
D000647	Amnesia	Amnesia	Amnesia is a deficit in memory caused by brain damage or brain diseases, but it can also be temporarily caused by the use of various sedative and hypnotic drugs. The memory can be either wholly or partially lost due to the extent of damage that is caused. There are two main types of amnesia:   Retrograde amnesia is the inability to remember information that was acquired before a particular date, usually the date of an accident or operation. In some cases, the memory loss can extend back decades, while in other cases, people may lose only a few months of memory.  Anterograde amnesia is the inability to transfer new information from the short-term store into the long-term store. People with anterograde amnesia cannot remember things for long periods of time. These two types are not mutually exclusive; both can also occur simultaneously. In addition to retrograde and anterograde amnesia, other recognized forms include transient global amnesia, a temporary loss of memory that comes on suddenly; dissociative amnesia, which is linked to emotional stress and involves inability to recall personal experiences; childhood amnesia, referring to early life memory loss that is common across individuals; and post-traumatic amnesia, which can follow a head injury and involves confusion and memory impairment for events around the time of the trauma. Case studies also show that amnesia is typically associated with damage to the medial temporal lobe. In addition, specific areas of the hippocampus (the CA1 region) are involved with memory. Research has also shown that when areas of the diencephalon are damaged, amnesia can occur. Recent studies have shown a correlation between deficiency of RbAp48 protein and memory loss. Scientists were able to find that mice with damaged memory have a lower level of RbAp48 protein compared to normal, healthy mice. In people with amnesia, the ability to recall immediate information is still retained, and they may still be able to form new memories. However, a severe reduction in the ability to learn new material and retrieve old information can be observed. People can learn new procedural knowledge. In addition, priming (both perceptual and conceptual) can assist amnesiacs in the learning of fresh non-declarative knowledge. Individuals with amnesia also retain substantial intellectual, linguistic, and social skills despite profound impairments in the ability to recall specific information encountered in prior learning episodes. The term is from Ancient Greek 'forgetfulness'; from  ἀ- (a-) 'without' and  μνήσις (mnesis) 'memory'.	https://en.wikipedia.org/wiki/Amnesia
D000648	Amnesia, Retrograde		Description not found.	
D000787	Angina Pectoris	Angina	"Angina, in full angina pectoris, is chest pain or pressure, usually caused by insufficient blood flow to the heart muscle (myocardium). It is most commonly a symptom of coronary artery disease. Angina is typically the result of partial obstruction or spasm of the arteries that supply blood to the heart muscle. The main mechanism of coronary artery obstruction is atherosclerosis as part of coronary artery disease. Other causes of angina include abnormal heart rhythms, heart failure and, less commonly, anemia. The term derives from Latin  angere 'to strangle' and  pectus 'chest', and can therefore be translated as ""a strangling feeling in the chest"". An urgent medical assessment is suggested to rule out serious medical conditions. There is a relationship between severity of angina and degree of oxygen deprivation in the heart muscle. However, the severity of angina does not always match the degree of oxygen deprivation to the heart or the risk of a heart attack (myocardial infarction). Some people may experience severe pain even though there is little risk of a heart attack whilst others may have a heart attack and experience little or no pain. In some cases, angina can be quite severe. Worsening angina attacks, sudden-onset angina at rest, and angina lasting more than 15 minutes are symptoms of unstable angina (usually grouped with similar conditions as the acute coronary syndrome). As these may precede a heart attack, they require urgent medical attention and are, in general, treated similarly to heart attacks. In the early 20th century, severe angina was seen as a sign of impending death. However, modern medical therapies have improved the outlook substantially. Middle-age patients who experience moderate to severe angina (grading by classes II, III, and IV) have a five-year survival rate of approximately 92%."	https://en.wikipedia.org/wiki/Angina
D000788	Angina Pectoris, Variant		Description not found.	
D000789	Angina, Unstable		Description not found.	
D000849	Anomia	Anomia	Anomia may refer to:  Anomic aphasia, a type of aphasia Anomia (bivalve), a genus of bivalve Anomia (game), 2009 party game designed by Andrew Innes	https://en.wikipedia.org/wiki/Anomia
D000855	Anorexia	Anorexia	"Anorexia nervosa (AN), commonly referred to as anorexia, is an eating disorder characterized by predominant food restriction, body image disturbance, fear of gaining weight, and an overwhelming desire to be thin. These characteristics often mean individuals undergo severe malnutrition as a result of the disorder. Individuals with anorexia nervosa have a fear of gaining weight, despite the fact that they are typically underweight. The DSM-5 describes this perceptual symptom as ""disturbance in the way in which one's body weight or shape is experienced"". Recent research has shown, that this disturbance is based not on visual body-size overestimation but rather on body dissatisfaction: individuals with anorexia can accurately visually identify their body size, but find severely underweight bodies the most attractive. Individuals with anorexia nervosa may also deny that their symptoms or behaviors are indicative of illness. They may weigh themselves frequently, eat small amounts, and only eat certain foods in order to be in as much control of their body appearance as possible. Some patients with anorexia nervosa binge eat and purge to further influence their weight or shape. Purging can manifest as induced vomiting, excessive exercise, and/or laxative abuse. Anorexia nervosa has the highest mortality rate of any psychiatric diagnosis. Medical complications may include osteoporosis, infertility, and heart damage, along with the cessation of menstrual periods and death. Complications in males may include lowered testosterone. In cases where the patients with anorexia nervosa continually refuse significant dietary intake and weight restoration interventions, a psychiatrist can declare the patient to lack capacity to make decisions, which results in a medical decision to be fed by restraint via nasogastric tube. Anorexia often develops during adolescence or young adulthood. The causes of anorexia nervosa are complex and vary across individuals, many of which can include genetic, societal, physiological, and environmental causes. Most commonly, the exacerbation of the mental illness is thought to follow a major life-change or stress-inducing events. There is strong evidence, however, that anorexia nervosa also has a genetic component, with identical twins being affected more often than fraternal twins, which sees a large number of genetic risk factors underlying the disorder: similar to other psychiatric disorders with genetic components. Cultural factors also play a very significant role, with societies that value thinness having higher rates of the disease. Anorexia nervosa also commonly occurs in athletes who play sports where a low bodyweight is thought to be advantageous for aesthetics or performance, such as dance, cheerleading, gymnastics, running, figure skating and ski jumping (anorexia athletica). Treatment of anorexia involves restoring the patient back to a healthy weight, treating their underlying psychological problems, and addressing underlying maladaptive behaviors, often with forms of talking therapy; some examples of clinically proven therapies include cognitive behavioral therapy or Maudsley family therapy, an approach where parents assume responsibility for feeding their child. A daily low dose of olanzapine has been shown to increase appetite and assist with some weight gain in patients. Psychiatrists may prescribe patients with anorexia nervosa forms of medication to better manage anxiety or depression, these being disorders often commonly associated with the disorder. However, medications are not considered a cure for anorexia nervosa: such pathways rather address underlying causes for the disorder, which often assist in recovery of it by allowing the individual to have a clearer and healthier mental state to understand the complications of anorexia nervosa. It does not assist those who do not have any other related mental conditions that affect their ability to do so. It has been proven to assist in the recovery of other eating disorders, such as bulimia nervosa and binge eating disorder. In severe cases, individuals may require to be fed by nasogastric tube to restore weight and healthy nutritional levels by force. Evidence for benefit from nasogastric tube feeding is unclear; some individuals recover after the first incident of admission, while others have recurring treatments over many years: sometimes indefinitely. The largest risk of relapse occurs within the first year post-discharge from eating disorder therapy treatment. Within the first two years post-discharge, approximately 31% of anorexia nervosa patients relapse. Many complications, both physical and psychological, improve or resolve with nutritional rehabilitation and adequate weight gain. Anorexia nervosa is estimated to occur in approximately 0.3–4.3% of women and 0.2–1% of men in Western countries at some point in their life. Levels in other countries are unclear due to undiagnosis and a lack of awareness, though it can be presumed it is more present in Western societies due to a higher focus on low body weight and beauty on social media and real life. There is an observation for an increase in the diagnosis of anorexia from the 20th century onwards: it is unclear whether this is due to an actual increase in its frequency or simply due to improved diagnostic capabilities. In 2013, it directly resulted in about 600 deaths globally, up from 400 deaths in 1990. Eating disorders also increase a person's risk of death from a wide range of other causes, including suicide. About 5% of people with anorexia die from complications over a ten-year period with medical complications and suicide being the primary and secondary causes of death respectively. Anorexia has one of the highest death rates among mental illnesses, second only to opioid overdoses."	https://en.wikipedia.org/wiki/Anorexia
D000857	Olfaction Disorders		Description not found.	
D000860	Anoxia	Anoxia	"Anoxia means a total depletion in the level of oxygen, an extreme form of hypoxia or ""low oxygen"". The terms anoxia and hypoxia are used in various contexts:  Anoxic waters, sea water, fresh water or groundwater that are depleted of dissolved oxygen Anoxic event, when the Earth's oceans become completely depleted of oxygen below the surface levels Euxinic, anoxic conditions in the presence of hydrogen sulfide Hypoxia (environmental), low oxygen conditions Hypoxia (medicine), when the body or a region of the body is deprived of adequate oxygen supply Cerebral anoxia, when the brain is completely deprived of oxygen, an extreme form of cerebral hypoxia"	https://en.wikipedia.org/wiki/Anoxia
D001037	Aphasia	Aphasia	"Aphasia, also known as dysphasia, is an impairment in a person's ability to comprehend or formulate language because of dysfunction in specific brain regions. The major causes are stroke and head trauma; prevalence is hard to determine, but aphasia due to stroke is estimated to be 0.1–0.4% in developed countries. Aphasia can also be the result of brain tumors, epilepsy, autoimmune neurological diseases like multiple sclerosis, infection of the brain, or neurodegenerative diseases like dementias. To be diagnosed with aphasia, a person's ability to produce and/or comprehend written and/or spoken language must be significantly impaired. In the case of progressive aphasia, this impairment progresses slowly with time. The difficulties of people with aphasia can range from occasional trouble finding words, to losing the ability to speak, read, or write; intelligence, however, is unaffected. Expressive language and receptive language can both be affected as well. Aphasia also affects visual language such as sign language. In contrast, the use of formulaic expressions in everyday communication is often preserved. For example, while a person with aphasia, particularly expressive aphasia (Broca's aphasia), may not be able to ask a loved one when their birthday is, they may still be able to sing ""Happy Birthday"". One prevalent deficit in all aphasias is anomia, in which the affected individual has difficulty finding the correct word. With aphasia, one or more modes of communication in the brain have been damaged and are therefore functioning incorrectly. Aphasia is not caused by damage to the brain resulting in motor or sensory deficits, thus producing abnormal speech — that is, aphasia is not related to the mechanics of speech, but rather the individual's language cognition. However, it is possible for a person to have both problems, e.g. in the case of a hemorrhage damaging a large area of the brain. An individual's language abilities incorporate the socially shared set of rules, as well as the thought processes that go behind communication (as it affects both verbal and nonverbal language). Aphasia is not a result of other peripheral motor or sensory difficulty, such as paralysis affecting the speech muscles, or a general hearing impairment. Neurodevelopmental forms of auditory processing disorder (APD) are differentiable from aphasia in that aphasia is by definition caused by acquired brain injury, but acquired epileptic aphasia has been viewed as a form of APD."	https://en.wikipedia.org/wiki/Aphasia
D001039	Aphasia, Broca		Description not found.	
D001041	Aphasia, Wernicke		Description not found.	
D001044	Aphonia	Aphonia	"Aphonia is defined as the inability to produce voiced sound. This may result from damage, such as surgery (e.g., thyroidectomy) or a tumor, or can be a result of psychological means. Aphonia means ""no sound.” In other words, a person with this disorder has lost their voice and is unable to communicate vocally."	https://en.wikipedia.org/wiki/Aphonia
D001049	Apnea	Apnea	"Apnea (also spelled apnoea in  British English) is the temporary cessation of breathing, which may be voluntary or involuntary. During apnea, there is no movement of the muscles of inhalation, and the volume of the lungs initially remains unchanged. Depending on how blocked the airways are (patency), there may or may not be a flow of gas between the lungs and the environment. If there is sufficient flow, gas exchange within the lungs and cellular respiration would not be severely affected. Voluntarily doing this is called ""holding one's breath"". Apnea may first be diagnosed in childhood, and it is recommended to consult an ear-nose-throat specialist, allergist or sleep physician to discuss symptoms when noticed; malformation and/or malfunctioning of the upper airways may be observed by an orthodontist."	https://en.wikipedia.org/wiki/Apnea
D001072	Apraxias	Apraxia	"Apraxia is a motor disorder caused by damage to the brain (specifically the posterior parietal cortex or corpus callosum), which causes difficulty with motor planning to perform tasks or movements. The nature of the damage determines the disorder's severity, and the absence of sensory loss or paralysis helps to explain the level of difficulty. Children may be born with apraxia; its cause is unknown, and symptoms are usually noticed in the early stages of development. Apraxia occurring later in life, known as acquired apraxia, is typically caused by traumatic brain injury, stroke, dementia, Alzheimer's disease, brain tumor, or other neurodegenerative disorders. The multiple types of apraxia are categorized by the specific ability and/or body part affected. The term ""apraxia"" comes from Ancient Greek  ἀ- (a-) 'without' and  πρᾶξις (praxis) 'action'."	https://en.wikipedia.org/wiki/Apraxia
D001184	Articulation Disorders		Description not found.	
D001247	Asthenia	Weakness	Weakness is a symptom of many different medical conditions. The causes are many and can be divided into conditions that have true or perceived muscle weakness. True muscle weakness is a primary symptom of a variety of skeletal muscle diseases, including muscular dystrophy and inflammatory myopathy. It occurs in neuromuscular junction disorders, such as myasthenia gravis.	https://en.wikipedia.org/wiki/Weakness
D001259	Ataxia	Ataxia	"Ataxia (from Greek α- [a negative prefix] + -τάξις [order] = ""lack of order"") is a neurological sign consisting of lack of voluntary coordination of muscle movements that can include gait abnormality, speech changes, and abnormalities in eye movements, that indicates dysfunction of parts of the nervous system that coordinate movement, such as the cerebellum. These nervous-system dysfunctions occur in several different patterns, with different results and different possible causes. Ataxia can be limited to one side of the body, which is referred to as hemiataxia. Friedreich's ataxia has gait abnormality as the most commonly presented symptom. Dystaxia is a mild degree of ataxia."	https://en.wikipedia.org/wiki/Ataxia
D001260	Ataxia Telangiectasia	Ataxia–telangiectasia	Ataxia–telangiectasia (AT or A–T), also referred to as ataxia–telangiectasia syndrome or Louis-Bar syndrome, is a rare, neurodegenerative disease causing severe disability. Ataxia refers to poor coordination and telangiectasia to small dilated blood vessels, both of which are hallmarks of the disease. A–T affects many parts of the body:  It impairs certain areas of the brain including the cerebellum, causing difficulty with movement and coordination. It weakens the immune system, causing a predisposition to infection. It prevents the repair of broken DNA, increasing the risk of cancer. Symptoms most often first appear in early childhood (the toddler stage) when children begin to sit or walk. Though they usually start walking at a normal age, they wobble or sway when walking, standing still, or sitting. In late preschool and early school age, they develop difficulty naturally moving their eyes from one place to the next (oculomotor apraxia). They develop slurred or distorted speech and swallowing problems. Some have an increased number of respiratory tract infections (ear infections, sinusitis, bronchitis, and pneumonia). Since children develop differently, it may be some years before A–T is properly diagnosed. Most children with A–T have stable neurologic symptoms for the first 4–5 years of life, but begin to show increasing problems in early school years.	https://en.wikipedia.org/wiki/Ataxia%E2%80%93telangiectasia
D001264	Athetosis	Athetosis	Athetosis is a symptom characterized by slow, involuntary, convoluted, writhing movements of the fingers, hands, toes, and feet and in some cases, arms, legs, neck and tongue. Movements typical of athetosis are sometimes called athetoid movements. Lesions to the brain are most often the direct cause of the symptoms, particularly to the corpus striatum.  This symptom does not occur alone and is often accompanied by the symptoms of cerebral palsy, as it is often a result of this physical disability.  Treatments for athetosis are not very effective, and in most cases are simply aimed at managing the uncontrollable movement, rather than the cause itself.	https://en.wikipedia.org/wiki/Athetosis
D001308	Auditory Perceptual Disorders		Description not found.	
D001416	Back Pain	Back pain	Back pain (Latin: dorsalgia) is pain felt in the back. It may be classified as neck pain (cervical), middle back pain (thoracic), lower back pain (lumbar) or coccydynia (tailbone or sacral pain) based on the segment affected. The lumbar region is the most commonly affected area. An episode of back pain may be acute, subacute or chronic depending on the duration. The pain may be characterized as a dull ache, shooting or piercing pain or a burning sensation. Discomfort can radiate to the arms and hands as well as the legs or feet, and may include numbness or weakness in the legs and arms. The majority of back pain is nonspecific and idiopathic. Common underlying mechanisms include degenerative or traumatic changes to the discs and facet joints, which can then cause secondary pain in the muscles and nerves and referred pain to the bones, joints and extremities. Diseases and inflammation of the gallbladder, pancreas, aorta and kidneys may also cause referred pain in the back. Tumors of the vertebrae, neural tissues and adjacent structures can also manifest as back pain. Back pain is common; approximately nine of ten adults experience it at some point in their lives, and five in ten working adults are affected each year. Some estimate that as many of 95% of people will experience back pain at some point in their lifetime. It is the most common cause of chronic pain and is a major contributor to missed work and disability. For most individuals, back pain is self-limiting. Most people with back pain do not experience chronic severe pain but rather persistent or intermittent pain that is mild or moderate. Still, chronic back pain symptoms, defined as repeated or persistent pain for at least 3 months within the past 12 months, affected 34.4% of a nationwide sample of adults in mild form, 25.1% in moderate form, and 13% in (very) severe form. In most cases of herniated disks and stenosis, rest, injections or surgery have similar general pain-resolution outcomes on average after one year. In the United States, acute low back pain is the fifth most common reason for physician visits and causes 40% of missed work days. It is the single leading cause of disability worldwide. According to the World Health Organization, approximately 90% of all low back pain cases are non-specific, meaning that no clear structural cause can be identified.	https://en.wikipedia.org/wiki/Back_pain
D001724	Birth Weight		Description not found.	
D001750	Urinary Bladder, Neurogenic		Description not found.	
D001766	Blindness	Visual impairment	Visual or vision impairment (VI or VIP) is the partial or total inability of visual perception. In the absence of treatment such as corrective eyewear, assistive devices, and medical treatment, visual impairment may cause the individual difficulties with normal daily tasks, including reading and walking. The terms low vision and blindness are often used for levels of impairment which are difficult or impossible to correct and significantly impact daily life. In addition to the various permanent conditions, fleeting temporary vision impairment, amaurosis fugax, may occur, and may indicate serious medical problems. The most common causes of visual impairment globally are uncorrected refractive errors (43%), cataracts (33%), and glaucoma (2%). Refractive errors include near-sightedness, far-sightedness, presbyopia, and astigmatism. Cataracts are the most common cause of blindness. Other disorders that may cause visual problems include age-related macular degeneration, diabetic retinopathy, corneal clouding, childhood blindness, and a number of infections. Visual impairment can also be caused by problems in the brain due to stroke, premature birth, or trauma, among others. These cases are known as cortical visual impairment. Screening for vision problems in children may improve future vision and educational achievement. Screening adults without symptoms is of uncertain benefit. Diagnosis is by an eye exam. The World Health Organization (WHO) estimates that 80% of visual impairment is either preventable or curable with treatment. This includes cataracts, the infections river blindness and trachoma, glaucoma, diabetic retinopathy, uncorrected refractive errors, and some cases of childhood blindness. Many people with significant visual impairment benefit from vision rehabilitation, changes in their environment, and assistive devices. As of 2015, there were 940 million people with some degree of vision loss. 246 million had low vision and 39 million were blind. The majority of people with poor vision are in the developing world and are over the age of 50 years. Rates of visual impairment have decreased since the 1990s. Visual impairments have considerable economic costs, both directly due to the cost of treatment and indirectly due to decreased ability to work.	https://en.wikipedia.org/wiki/Visual_impairment
D001832	Body Temperature Changes		Description not found.	
D001835	Body Weight	Human body weight	Human body weight is a person's mass or weight. Strictly speaking, body weight is the measurement of mass without items located on the person. Practically though, body weight may be measured with clothes on, but without shoes or heavy accessories such as mobile phones and wallets, and using manual or digital weighing scales. Excess or reduced body weight is regarded as an indicator of determining a person's health, with body volume measurement providing an extra dimension by calculating the distribution of body weight.	https://en.wikipedia.org/wiki/Human_body_weight
D001836	Body Weight Changes		Description not found.	
D001926	Brain Death	Brain death	"Brain death is the permanent, irreversible, and complete loss of brain function, which may include cessation of involuntary activity (e.g., breathing) necessary to sustain life. It differs from persistent vegetative state, in which the person is alive and some autonomic functions remain. It is also distinct from comas as long as some brain and bodily activity and function remain, and it is also not the same as the condition locked-in syndrome. A differential diagnosis can medically distinguish these differing conditions. Brain death is used as an indicator of legal death in many jurisdictions, but it is defined inconsistently and often confused by the public. Various parts of the brain may keep functioning when others do not anymore,  bringing questions about whether they should truly be considered dead. The term ""brain death"" has been used to refer to various combinations. For example, although one major medical dictionary considers ""brain death"" to be synonymous with ""cerebral death"" (death of the cerebrum), the US National Library of Medicine Medical Subject Headings (MeSH) system defines brain death as including the brainstem. The distinctions are medically significant because, for example, in someone with a dead cerebrum but a living brainstem, spontaneous breathing may continue unaided, whereas in whole-brain death (which includes brainstem death), only life support equipment would maintain ventilation. In certain countries, patients classified as brain-dead may legally have their organs surgically removed for organ donation."	https://en.wikipedia.org/wiki/Brain_death
D002032	Bulimia	Bulimia	Bulimia nervosa (BN), also known simply as bulimia, is an eating disorder characterized by binge eating (eating large quantities of food in a short period of time, often feeling out of control) followed by compensatory behaviors, such as self-induced vomiting or fasting, to prevent weight gain. Bulimia is more common among those who have a close relative with the condition. The percentage risk that is estimated to be due to genetics is between 30% and 80%. Other risk factors for the disease include psychological stress, cultural pressure to attain a certain body type, poor self-esteem, and obesity. Living in a culture that commercializes or glamorizes dieting, and having parental figures who fixate on weight are also risks. Diagnosis is based on a person's medical history; however, this is difficult, as people are usually secretive about their binge eating and purging habits. Further, the diagnosis of anorexia nervosa takes precedence over that of bulimia. Other similar disorders include binge eating disorder, Kleine–Levin syndrome, and borderline personality disorder.	https://en.wikipedia.org/wiki/Bulimia
D002100	Cachexia	Cachexia	Cachexia ( ) is a syndrome that occurs in people with certain illnesses, causing muscle loss that cannot be fully reversed with improved nutrition. It most commonly occurs in cases of cancer, congestive heart failure, chronic obstructive pulmonary disease, chronic kidney disease, and AIDS. These conditions change how the body handles inflammation, metabolism, and brain signaling. This can lead to muscle loss and other harmful changes to body composition over time. Unlike weight loss from inadequate caloric intake, cachexia mainly causes muscle loss and can happen with or without fat loss. Diagnosis of cachexia is difficult because there are no clear guidelines, and its occurrence varies from one affected person to the next. Like malnutrition, cachexia can lead to worse health outcomes and lower quality of life. The prognosis of patients with cachexia varies depending on the type and severity of the underlying illness, but is typically poor, especially with patients in late stages of disease. Cachexia can improve significantly with effective treatment of the underlying illness, but symptomatic treatment approaches such as nutritional therapy and exercise typically do not result in reversal of the syndrome, and have very limited benefit in advanced cases of cachexia.	https://en.wikipedia.org/wiki/Cachexia
D002303	Cardiac Output, Low		Description not found.	
D002375	Catalepsy	Catalepsy	"Catalepsy (from Ancient Greek katálēpsis, κατάληψις, ""seizing, grasping"") is a neurological condition characterized by muscular rigidity and fixity of posture regardless of external stimuli, as well as decreased sensitivity to pain."	https://en.wikipedia.org/wiki/Catalepsy
D002385	Cataplexy	Cataplexy	"Cataplexy is a sudden and transient episode of muscle weakness accompanied by full conscious awareness, typically triggered by emotions such as laughing, crying, or terror. Cataplexy is the first symptom to appear in about 10% of cases of narcolepsy, caused by an autoimmune destruction of hypothalamic neurons that produce the neuropeptide hypocretin (also called orexin), which regulates arousal and has a role in stabilization of the transition between wake and sleep states. Cataplexy without narcolepsy is rare and the cause is unknown. The term cataplexy originates from the Greek κατά (kata, meaning ""down""), and πλῆξις (plēxis, meaning ""strike"")  and it was first used around 1880 in German physiology literature to describe the phenomenon of tonic immobility also known as ""playing possum"" (in reference to the opossum's behavior of feigning death when threatened). In the same year the French neuropsychiatrist Jean-Baptiste Gélineau coined the term 'narcolepsy' and published some clinical reports that contained details about two patients who had similar conditions to those of current narcoleptic cases. Nevertheless, the onset that he reported was in adulthood, as compared to current cases reported in childhood and adolescence. Even if he preferred the term 'astasia' instead of 'cataplexy', the case that he described remains iconic for the diagnosis of full narcoleptic syndrome."	https://en.wikipedia.org/wiki/Cataplexy
