id	name	wiki_title	description	wiki_url
DOID:10534	stomach cancer	Stomach cancer	Stomach cancer, also known as gastric cancer, is a malignant tumor of the stomach. It is a cancer that develops in the lining of the stomach, caused by abnormal cell growth. Most cases of stomach cancers are gastric carcinomas, which can be divided into several subtypes, including gastric adenocarcinomas. Lymphomas and mesenchymal tumors may also develop in the stomach. Early symptoms may include heartburn, upper abdominal pain, nausea, and loss of appetite. Later signs and symptoms may include weight loss, yellowing of the skin and whites of the eyes, vomiting, difficulty swallowing, and blood in the stool, among others. The cancer may spread from the stomach to other parts of the body, particularly the liver, lungs, bones, lining of the abdomen, and lymph nodes. The bacterium Helicobacter pylori accounts for more than 60% of cases of stomach cancer. Certain strains of H. pylori have greater risks than others. Smoking, dietary factors such as pickled vegetables and obesity are other risk factors. About 10% of cases run in families, and between 1% and 3% of cases are due to genetic syndromes inherited such as hereditary diffuse gastric cancer. Most of the time, stomach cancer develops in stages over the years. Diagnosis is usually by biopsy done during endoscopy. This is followed by medical imaging to determine if the cancer has spread to other parts of the body. Japan and South Korea, two countries that have high rates of the disease, screen for stomach cancer. A Mediterranean diet lowers the risk of stomach cancer, as does not smoking. Tentative evidence indicates that treating H. pylori decreases the future risk. If stomach cancer is treated early, it can be cured. Treatments may include some combination of surgery, chemotherapy, radiation therapy, and targeted therapy. For certain subtypes of gastric cancer, cancer immunotherapy is an option as well. If treated late, palliative care may be advised. Some types of lymphoma can be cured by eliminating H. pylori. Outcomes are often poor, with a less than 10% five-year survival rate in the Western world for advanced cases. Most people with the condition present with advanced disease. In the United States, five-year survival is 39.8%, while in South Korea it is over 65% and Japan over 70%, mostly due to screening efforts. Globally, stomach cancer is the fifth-leading type of cancer and the third-leading cause of death from cancer, making up 7% of cases and 9% of deaths. In 2018, it newly occurred in 1.03 million people and caused 783,000 deaths. Before the 1930s, it was a leading cause of cancer deaths in the Western world;  rates have sharply declined among younger generations in the West,  although they remain high for people living in East Asia. The decline in the West is believed to be due to the decline of salted and pickled food consumption, as a result of the development of refrigeration as a method of preserving food. Stomach cancer occurs most commonly in East Asia, followed by Eastern Europe. It occurs twice as often in males as in females.	https://en.wikipedia.org/wiki/Stomach_cancer
DOID:10608	celiac disease	Coeliac disease	Coeliac disease (Commonwealth English) or celiac disease (American English) is a chronic autoimmune disease, mainly affecting the small intestine. It is caused by an abnormal immune system response to gluten, a protein found in wheat and other grains such as barley and rye. Coeliac disease causes a wide range of symptoms and complications that can affect multiple organs outside the gastrointestinal tract. The classic form of the disease can affect any age group, but is usually diagnosed in early childhood and causes symptoms of malabsorption such as weight loss, diarrhoea, and stunted growth. Non-classic coeliac disease is more commonly seen in adults, characterised by vague abdominal symptoms and complications in organs outside the gastrointestinal tract, such as bone disease, anaemia, and other consequences of nutritional deficiencies. In people with a genetic predisposition to the condition, eating gluten causes inflammation in the small intestine, damaging its lining and leading to malabsorption. The development of coeliac disease is believed to be influenced by other environmental factors, such as infections. Diagnosis is based on symptoms, blood tests, and biopsies of the small intestine. For people who have already cut gluten from their diet, gluten may need to be reintroduced before testing to ensure an accurate diagnosis. A lack of awareness and the diverse symptoms, which overlap with other disorders, often complicate the diagnosis by leading to a delay in diagnosis. Current research indicates that there is not enough evidence to advocate for mass screening for coeliac disease in those without symptoms. The only treatment for coeliac disease is a lifelong gluten-free diet (GFD). A GFD involves removing all food and drink containing wheat, rye, barley, and gluten derivatives. Symptoms can improve within days of adopting a GFD, and the diet can improve quality of life, prevent further complications, and normalise some effects of the disease such as stunted growth.  Approximately 1 in 200 to 1 in 50 people have coeliac disease. Diagnoses of coeliac disease have increased recently due to increased awareness and availability of blood testing. The disease is still thought to be underdiagnosed, with a significant number of people with the condition remaining undiagnosed and untreated. The disease usually develops before age 10; it is slightly more common in women than in men.	https://en.wikipedia.org/wiki/Coeliac_disease
DOID:10652	Alzheimer's disease	Alzheimer's disease	Alzheimer's disease (AD) is a neurodegenerative disease and is the most common cause of dementia, accounting for around 60–70% of cases. The most common early symptom is difficulty in remembering recent events. As the disease advances, symptoms can include problems with language, disorientation (including easily getting lost), mood swings, loss of motivation, self-neglect, and behavioral issues. As a person's condition declines, they often withdraw from family and society. Gradually, bodily functions are lost, ultimately leading to death. The median life expectancy following diagnosis of dementia is three to twelve years. Co-occurring movement disorder, also known as extrapyramidal signs, multiplies risk of death by 1.6. The causes of Alzheimer's disease remain poorly understood. There are many environmental and genetic risk factors associated with its development. The strongest genetic risk factor is from an allele of apolipoprotein E, a protein involved in the metabolism of fats in mammals. Other risk factors include a history of head injury, clinical depression, and high blood pressure. The progression of the disease is largely characterised by the accumulation of malformed protein deposits in the cerebral cortex, called amyloid plaques and neurofibrillary tangles. These misfolded protein aggregates interfere with normal cell function, and over time lead to irreversible degeneration of neurons and loss of synaptic connections in the brain. A probable diagnosis is based on the history of the illness and cognitive testing, with medical imaging and blood tests to rule out other possible causes. Initial symptoms are often mistaken for normal brain aging. Examination of brain tissue post mortem is the only way to definitively diagnose Alzheimer's, but neuroimaging techniques and fluid biomarkers have made it possible to diagnose probable Alzheimer's disease in vivo. No known treatments can stop or reverse its progression, though some may temporarily improve symptoms. A healthy diet, physical activity, and social engagement are generally beneficial in aging, and may help in reducing the risk of cognitive decline and Alzheimer's. Affected people become increasingly reliant on others for assistance, often placing a burden on caregivers. The pressures can include social, psychological, physical, and economic elements. Exercise programs may be beneficial with respect to activities of daily living and can potentially improve outcomes. Behavioral problems or psychosis due to dementia are sometimes treated with antipsychotics, but this has an increased risk of early death. As of 2020, there were approximately 50 million people worldwide with Alzheimer's disease. It most often begins in people over 65 years of age, although up to 10% of cases are early-onset impacting those in their 30s to mid-60s. It affects about 6% of people 65 years and older, and women more often than men. The disease is named after German psychiatrist and pathologist Alois Alzheimer, who first described it in 1906. Alzheimer's financial burden on society is large, with an estimated global annual cost of US$1 trillion. Alzheimer's and related dementias are ranked as the seventh leading cause of death worldwide.  Given the widespread impacts of Alzheimer's disease, both basic-science and health funders in many countries support Alzheimer's research at large scales. For example, the US National Institutes of Health program for Alzheimer's research, the National Plan to Address Alzheimer's Disease, has a budget of US$3.98 billion for fiscal year 2026. In the European Union, the 2020 Horizon Europe research programme awarded over €570 million for dementia-related projects.	https://en.wikipedia.org/wiki/Alzheimer%27s_disease
DOID:10763	hypertension	Hypertension	Hypertension, also known as high blood pressure, is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure usually does not cause symptoms itself. It is, however, a major risk factor for stroke, coronary artery disease, heart failure, atrial fibrillation, peripheral arterial disease, vision loss, chronic kidney disease, and dementia. Hypertension is a major cause of premature death worldwide. High blood pressure is classified as primary (essential) hypertension or secondary hypertension. About 90–95% of cases are primary, defined as high blood pressure due to non-specific lifestyle and genetic factors. Lifestyle factors that increase the risk include excess salt in the diet, excess body weight, smoking, physical inactivity, and alcohol use. The remaining 5–10% of cases are categorized as secondary hypertension, defined as high blood pressure due to a clearly identifiable cause, such as chronic kidney disease, narrowing of the kidney arteries, an endocrine disorder, or the use of birth control pills. Blood pressure is classified by two measurements, the systolic (first number) and diastolic (second number) pressures. For most adults, normal blood pressure at rest is under 120 millimeters mercury (mmHg) systolic and 80 mmHg diastolic, elevated blood pressure is between 120 and 129 mmHg systolic and under 80 mmHg diastolic and high blood pressure is present if the resting blood pressure is persistently at or above 130/80 (stage 1) or 140/90 (stage 2) mmHg. Different numbers apply to children. Ambulatory blood pressure monitoring over a 24-hour period appears more accurate than office-based blood pressure measurement. Lifestyle changes and medications can lower blood pressure and decrease the risk of health complications. Lifestyle changes include weight loss, physical exercise, decreased salt intake, reducing alcohol intake, and a healthy diet. If lifestyle changes are not sufficient, blood pressure medications are used. Up to three medications taken concurrently can control blood pressure in 90% of people. The treatment of moderately high arterial blood pressure (defined as >160/100 mmHg) with medications is associated with an improved life expectancy. The effect of treatment of blood pressure between 130/80 mmHg and 160/100 mmHg is less clear, with some reviews finding benefit and others finding unclear or no benefit. High blood pressure affects 33% of the population globally. About half of all people with high blood pressure do not know that they have it. In 2019, high blood pressure was believed to have been a factor in 19% of all deaths (10.4 million globally).	https://en.wikipedia.org/wiki/Hypertension
DOID:10811	nasal cavity cancer		Description not found.	
DOID:10871	age related macular degeneration	Macular degeneration	"Macular degeneration, also known as age-related macular degeneration (AMD or ARMD), is an eye disease that gradually damages the macula, the small central part of the retina responsible for sharp, detailed central vision. It mainly affects older adults and can make tasks like reading, driving, recognizing faces, or seeing fine details difficult. Wet-form AMD is when abnormal blood vessels grow under the macula and leak fluid or blood, damaging the retina and causing rapid loss of central vision. Dry-form AMD is when the macula gradually thins and small deposits called drusen build up, leading to a slow loss of central vision. Macular degeneration typically occurs in older people, and is caused by damage to the macula of the retina. Genetic factors and smoking may play a role. The condition is diagnosed through a complete eye exam. Severity is divided into early, intermediate, and late types. The late type is additionally divided into ""dry"" and ""wet"" forms, with the dry form making up 90% of cases. The difference between the two forms is categorized by the change in the macula. Those with dry-form AMD have drusen, cellular debris in their macula that gradually damages light-sensitive cells and leads to vision loss. In wet-form AMD, blood vessels grow under the macula, causing blood and fluid to leak into the retina. Exercising, eating well, and not smoking may reduce the risk of macular degeneration. No cure or treatment restores the vision already lost. In the wet form, anti–vascular endothelial growth factor injected into the eye or, less commonly, laser coagulation or photodynamic therapy may slow worsening. Dietary antioxidant vitamins, minerals, and carotenoids do not appear to affect the onset; however, dietary supplements may slow the progression in those who already have the disease. As of 2022, AMD affects more than 200 million people globally with the prevalence expected to increase to 300 million people by 2040 as the proportion of elderly persons in the population increases. It is more common in those of European or North American ancestry, and is about equally common in males and females. In 2013, it was the fourth most common cause of blindness, after cataracts, preterm birth, and glaucoma. It most commonly occurs in people over the age of fifty and in the United States is the most common cause of vision loss in this age group. About 0.4% of people between 50 and 60 have the disease, while it occurs in 0.7% of people 60 to 70, 2.3% of those 70 to 80, and nearly 12% of people over 80 years old."	https://en.wikipedia.org/wiki/Macular_degeneration
DOID:1094	attention deficit hyperactivity disorder	Attention deficit hyperactivity disorder	Attention deficit hyperactivity disorder (ADHD) is a neurodevelopmental disorder characterised by symptoms of inattention, hyperactivity, impulsivity, and emotional dysregulation that are excessive and pervasive, impairing in multiple contexts, and developmentally inappropriate. ADHD symptoms arise from executive dysfunction. Impairments resulting from deficits in self-regulation such as time management, cognitive inhibition, task initiation, and sustained attention can include poor professional performance, relationship difficulties, and numerous health risks, collectively predisposing to a diminished quality of life and a reduction in life expectancy. It is associated with other mental disorders as well as non-psychiatric disorders, which can cause additional impairment. While ADHD involves a lack of sustained attention to tasks, inhibitory deficits also can lead to difficulty interrupting an ongoing response pattern, manifesting in the perseveration of actions despite a change in context whereby the individual intends the termination of those actions. This symptom is known colloquially as hyperfocus and is related to risks such as addiction and types of offending behaviour. ADHD can be difficult to tell apart from other conditions. ADHD represents the extreme lower end of the continuous dimensional trait (bell curve) of executive functioning and self-regulation, which is supported by twin, brain imaging and molecular genetic studies.  ADHD treatment is most effective when medications (primarily stimulants like methylphenidate or amphetamines, as well as non-stimulants such as atomoxetine or alpha-2 agonists) are used, often in combination with psychotherapy; exercise and dietary modifications have no proven benefit. The precise causes of ADHD are unknown in most individual cases. Meta-analyses have shown that the disorder is primarily genetic with a heritability rate of 70–80%, where risk factors are highly accumulative. The environmental risks are not related to social or familial factors; they exert their effects very early in life, in the prenatal or early postnatal period. However, in rare cases, ADHD can be caused by a single event including traumatic brain injury, exposure to biohazards during pregnancy, or a major genetic mutation. As it is a neurodevelopmental disorder, there is no biologically distinct adult-onset ADHD except for when ADHD occurs after traumatic brain injury.	https://en.wikipedia.org/wiki/Attention_deficit_hyperactivity_disorder
DOID:10941	intracranial aneurysm	Intracranial aneurysm	An intracranial aneurysm, also known as a cerebral aneurysm, is a cerebrovascular disorder characterized by a localized dilation or ballooning of a blood vessel in the brain due to a weakness in the vessel wall. These aneurysms can occur in any part of the brain but are most commonly found in the arteries of the cerebral arterial circle, also known as the Circle of Willis. The risk of rupture varies with the size and location of the aneurysm, with those in the posterior circulation being more prone to rupture. Cerebral aneurysms are classified by size into small, large, giant, and super-giant, and by shape into saccular (berry), fusiform, and microaneurysms. Saccular aneurysms are the most common type and can result from various risk factors, including genetic conditions, hypertension, smoking, and drug abuse. Symptoms of an unruptured aneurysm are often minimal, but a ruptured aneurysm can cause a subarachnoid hemorrhage which may present with severe headaches, nausea, vision impairment, and loss of consciousness. Treatment options include surgical clipping and endovascular coiling, both aimed at preventing further bleeding. Diagnosis typically involves imaging techniques such as CT or MR angiography and lumbar puncture to detect subarachnoid hemorrhage. Prognosis depends on factors like the size and location of the aneurysm and the patient’s age and health, with larger aneurysms having a higher risk of rupture and poorer outcomes.  Advances in medical imaging have led to increased detection of unruptured aneurysms, prompting ongoing research into their management and the development of predictive tools for rupture risk.	https://en.wikipedia.org/wiki/Intracranial_aneurysm
DOID:10976	membranous glomerulonephritis	Membranous glomerulonephritis	Membranous glomerulonephritis (MGN) is a slowly progressive disease of the kidney affecting mostly people between ages of 30 and 50 years, usually white people (i.e., those of European, Middle Eastern, or North African ancestry.).  It is the second most common cause of nephrotic syndrome in adults, with focal segmental glomerulosclerosis (FSGS) recently becoming the most common.	https://en.wikipedia.org/wiki/Membranous_glomerulonephritis
DOID:11054	urinary bladder cancer	Bladder cancer	Bladder cancer is the abnormal growth of cells in the bladder. These cells can grow to form a tumor, which eventually spreads, damaging the bladder and other organs. Most people with bladder cancer are diagnosed after noticing blood in their urine. Those suspected of having bladder cancer typically have their bladder inspected by a thin medical camera, a procedure called cystoscopy. Suspected tumors are removed and examined to determine if they are cancerous. Based on how far the tumor has spread, the cancer case is assigned a stage 0 to 4; a higher stage indicates a more widespread and dangerous disease.  Those whose bladder tumors have not spread outside the bladder have the best prognoses. These tumors are typically surgically removed, and the person is treated with chemotherapy or one of several immune-stimulating therapies. Those whose tumors continue to grow, or whose tumors have penetrated the bladder muscle, often have their bladder surgically removed (radical cystectomy). People whose tumors have spread beyond the bladder have the worst prognoses; on average they survive a year from diagnosis. These people are treated with chemotherapy and immune checkpoint inhibitors, followed by enfortumab vedotin. Around 500,000 people are diagnosed with bladder cancer each year, and 200,000 die of the disease. The risk of bladder cancer increases with age and the average age at diagnosis is 73. Tobacco smoking is the greatest contributor to bladder cancer risk, and causes around half of bladder cancer cases. Exposure to certain toxic chemicals or the tropical bladder infection schistosomiasis also increases the risk.	https://en.wikipedia.org/wiki/Bladder_cancer
DOID:11119	Gilles de la Tourette syndrome	Tourette syndrome	"Tourette syndrome (TS), or simply Tourette's, is a motor disorder that begins in childhood or adolescence. It is characterized by multiple movement (motor) tics and at least one vocal (phonic) tic. Common tics are blinking, coughing, throat clearing, sniffing, and facial movements. Tics are typically preceded by an unwanted urge or sensation in the affected area known as a premonitory urge, can sometimes be suppressed temporarily, and characteristically change in location, strength, and frequency. Tourette's is at the more severe end of the spectrum of tic disorders. The tics often go unnoticed by casual observers. Tourette's was once regarded as a rare and bizarre syndrome and has popularly been associated with coprolalia (the utterance of obscene words or socially inappropriate and derogatory remarks). It is no longer considered rare; about 1% of school-age children and adolescents are estimated to have Tourette's, though coprolalia occurs only in a minority. There are no specific tests for diagnosing Tourette's; it is not always correctly identified, because most cases are mild, and the severity of tics decreases for most children as they pass through adolescence. Therefore, many go undiagnosed or may never seek medical attention. Extreme Tourette's in adulthood, often sensationalized in the media, is rare, but for a small minority, severely debilitating tics can persist into adulthood.  There is no cure for Tourette's and no single most effective medication. In most cases, medication for tics is not necessary, and behavioral therapies are the first-line treatment. Education is an important part of any treatment plan, and explanation alone often provides sufficient reassurance that no other treatment is necessary. Other conditions, such as attention deficit hyperactivity disorder (ADHD) and obsessive–compulsive disorder (OCD), are more likely to be present among those who are referred to specialty clinics than they are among the broader population of persons with Tourette's. These co-occurring conditions often cause more impairment to the individual than the tics; hence it is important to correctly distinguish co-occurring conditions and treat them. Tourette syndrome was named by French neurologist Jean-Martin Charcot for his intern, Georges Gilles de la Tourette, who published in 1885 an account of nine patients with a ""convulsive tic disorder"". While the exact cause is unknown, it is believed to involve a combination of genetic and environmental factors. The mechanism appears to involve dysfunction in neural circuits between the basal ganglia and related structures in the brain."	https://en.wikipedia.org/wiki/Tourette_syndrome
DOID:1115	sarcoma	Sarcoma	"A sarcoma is a rare type of cancer that arises from cells of mesenchymal origin. Originating from mesenchymal cells means that sarcomas are cancers of connective tissues such as bone, cartilage, muscle, fat, or vascular tissues.  Sarcomas are one of five different types of cancer, classified by the cell type from which they originate. While there are five types under this category, sarcomas are most frequently contrasted with carcinomas which are much more common. Sarcomas are quite rare, making up about 1% of all adult cancer diagnoses and 15% of childhood cancer diagnoses. There are many subtypes of sarcoma, which are classified based on the specific tissue and type of cell from which the tumor originates. Common examples of sarcoma include liposarcoma, leiomyosarcoma, and osteosarcoma. Sarcomas are primary connective tissue tumors, meaning that they arise in connective tissues. This is in contrast to secondary (or ""metastatic"") connective tissue tumors, which occur when a cancer from elsewhere in the body (such as the lungs, breast tissue or prostate) spreads to the connective tissue.   The word sarcoma is derived from the Greek σάρκωμα sarkōma 'fleshy excrescence or substance', itself from σάρξ sarx meaning 'flesh'."	https://en.wikipedia.org/wiki/Sarcoma
DOID:11239	appendix cancer	Appendix cancer	Appendix cancer, also known as appendiceal cancer, is a very rare malignant tumor that forms in the vermiform appendix. Gastrointestinal stromal tumors are rare tumors with malignant potential. Primary lymphomas can occur in the appendix. Breast cancer, colon cancer, and tumors of the female genital tract may metastasize to the appendix.	https://en.wikipedia.org/wiki/Appendix_cancer
