id	name	wiki_title	description	wiki_url
D000550	nhược thị	Amblyopia	"Nhược thị, còn gọi là mắt lười, là một chứng rối loạn thị giác trong đó não không thể xử lý đầy đủ thông tin đầu vào từ một mắt và theo thời gian sẽ thiên về mắt kia. Nó dẫn đến giảm thị lực ở một mắt mà thường có vẻ bình thường ở các khía cạnh khác. Nhược thị là nguyên nhân phổ biến nhất gây giảm thị lực ở một mắt ở trẻ em và người trẻ tuổi. Nguyên nhân gây nhược thị có thể là bất kỳ tình trạng nào cản trở khả năng tập trung trong thời thơ ấu. Điều này có thể xảy ra do sự liên kết kém của mắt (lác), mắt có hình dạng không đều nên khó tập trung, một mắt bị cận thị hoặc viễn thị hơn mắt kia (khúc xạ) hoặc thủy tinh thể của một mắt bị mờ (thiếu thốn). Sau khi giải quyết được nguyên nhân cơ bản, thị lực sẽ không được phục hồi ngay lập tức vì cơ chế này cũng liên quan đến não. Nhược thị có thể khó phát hiện, vì vậy nên kiểm tra thị lực cho tất cả trẻ em trong độ tuổi từ 4 đến 5 vì việc phát hiện sớm giúp cải thiện thành công của việc điều trị. Kính có thể là phương pháp điều trị cần thiết cho một số trẻ. Nếu điều này vẫn chưa đủ, các phương pháp điều trị khuyến khích hoặc ép buộc trẻ sử dụng mắt yếu hơn sẽ được sử dụng. Điều này được thực hiện bằng cách sử dụng miếng dán hoặc bôi atropine vào mắt khỏe hơn. Nếu không điều trị, nhược thị thường kéo dài. Điều trị ở tuổi trưởng thành thường kém hiệu quả hơn nhiều. Nhược thị bắt đầu từ năm tuổi. Ở người lớn, rối loạn này được ước tính ảnh hưởng đến 1–5% dân số. Mặc dù việc điều trị giúp cải thiện thị lực nhưng nó thường không khôi phục thị lực trở lại bình thường ở mắt bị ảnh hưởng. Nhược thị được mô tả lần đầu tiên vào những năm 1600. Tình trạng này có thể khiến mọi người không đủ điều kiện làm phi công hoặc cảnh sát. Từ nhược thị có nguồn gốc từ tiếng Hy Lạp ἀμβλύς amblys, có nghĩa là ""cùn"" và ὤψ ōps, có nghĩa là ""mắt""."	https://en.wikipedia.org/wiki/Amblyopia
D000647	Chứng mất trí nhớ	Amnesia	Chứng mất trí nhớ là tình trạng suy giảm trí nhớ do tổn thương não hoặc các bệnh về não, nhưng nó cũng có thể tạm thời do sử dụng nhiều loại thuốc an thần và thuốc thôi miên. Bộ nhớ có thể bị mất toàn bộ hoặc một phần do mức độ thiệt hại gây ra. Có hai loại mất trí nhớ chính: Mất trí nhớ ngược dòng là không có khả năng nhớ thông tin có được trước một ngày cụ thể, thường là ngày xảy ra tai nạn hoặc phẫu thuật. Trong một số trường hợp, tình trạng mất trí nhớ có thể kéo dài hàng chục năm, trong khi ở những trường hợp khác, người ta có thể chỉ mất trí nhớ vài tháng.  Chứng mất trí nhớ Anterograde là không có khả năng chuyển thông tin mới từ kho lưu trữ ngắn hạn sang kho lưu trữ dài hạn. Những người mắc chứng mất trí nhớ anterograde không thể nhớ mọi thứ trong thời gian dài. Hai loại này không loại trừ lẫn nhau; cả hai cũng có thể xảy ra đồng thời. Ngoài chứng mất trí nhớ ngược và trước, các dạng được nhận biết khác bao gồm chứng mất trí nhớ toàn bộ thoáng qua, mất trí nhớ tạm thời xảy ra đột ngột; chứng mất trí nhớ phân ly, có liên quan đến căng thẳng cảm xúc và liên quan đến việc không thể nhớ lại trải nghiệm cá nhân; chứng mất trí nhớ thời thơ ấu, ám chỉ tình trạng mất trí nhớ thời thơ ấu thường xảy ra ở mọi người; và chứng mất trí nhớ sau chấn thương, có thể xảy ra sau chấn thương đầu và liên quan đến sự nhầm lẫn và suy giảm trí nhớ đối với các sự kiện xảy ra xung quanh thời điểm chấn thương. Các nghiên cứu trường hợp cũng cho thấy chứng mất trí nhớ thường liên quan đến tổn thương ở thùy thái dương giữa. Ngoài ra, các khu vực cụ thể của vùng hải mã (vùng CA1) có liên quan đến trí nhớ. Nghiên cứu cũng chỉ ra rằng khi các khu vực của gian não bị tổn thương, chứng mất trí nhớ có thể xảy ra. Các nghiên cứu gần đây đã chỉ ra mối tương quan giữa sự thiếu hụt protein RbAp48 và chứng mất trí nhớ. Các nhà khoa học đã phát hiện ra rằng những con chuột bị suy giảm trí nhớ có hàm lượng protein RbAp48 thấp hơn so với những con chuột khỏe mạnh bình thường. Ở những người bị mất trí nhớ, khả năng nhớ lại thông tin tức thời vẫn được giữ lại và họ vẫn có thể hình thành những ký ức mới. Tuy nhiên, có thể thấy khả năng học tài liệu mới và truy xuất thông tin cũ bị giảm sút nghiêm trọng. Mọi người có thể học kiến ​​thức thủ tục mới. Ngoài ra, việc khơi gợi (cả nhận thức và khái niệm) có thể hỗ trợ người mất trí nhớ trong việc học những kiến ​​thức mới không mang tính khai báo. Những người bị mất trí nhớ cũng vẫn giữ được các kỹ năng trí tuệ, ngôn ngữ và xã hội đáng kể mặc dù bị suy giảm nghiêm trọng về khả năng nhớ lại thông tin cụ thể gặp phải trong các giai đoạn học tập trước đó. Thuật ngữ này bắt nguồn từ 'sự quên lãng' trong tiếng Hy Lạp cổ đại; từ ἀ- (a-) 'không có' và μνήσις (mnesis) 'bộ nhớ'.	https://en.wikipedia.org/wiki/Amnesia
D000648	Mất trí nhớ, ngược dòng		Không tìm thấy mô tả.	
D000787	đau thắt ngực	Angina	"Đau thắt ngực, trong cơn đau thắt ngực toàn phần, là đau hoặc tức ngực, thường do lưu lượng máu đến cơ tim (cơ tim) không đủ. Đây là triệu chứng phổ biến nhất của bệnh động mạch vành. Đau thắt ngực thường là kết quả của sự tắc nghẽn một phần hoặc co thắt các động mạch cung cấp máu cho cơ tim. Cơ chế chính của tắc nghẽn động mạch vành là xơ vữa động mạch như một phần của bệnh động mạch vành. Các nguyên nhân khác gây đau thắt ngực bao gồm nhịp tim bất thường, suy tim và ít gặp hơn là thiếu máu. Thuật ngữ này bắt nguồn từ tiếng Latin tức giận có nghĩa là 'bóp cổ' và pectus 'ngực', và do đó có thể được dịch là ""cảm giác ngột ngạt ở ngực"". Một đánh giá y tế khẩn cấp được đề xuất để loại trừ các tình trạng bệnh lý nghiêm trọng. Có mối liên hệ giữa mức độ nghiêm trọng của cơn đau thắt ngực và mức độ thiếu oxy trong cơ tim. Tuy nhiên, mức độ nghiêm trọng của cơn đau thắt ngực không phải lúc nào cũng tương ứng với mức độ thiếu oxy của tim hoặc nguy cơ đau tim (nhồi máu cơ tim). Một số người có thể bị đau dữ dội mặc dù có rất ít nguy cơ bị đau tim trong khi những người khác có thể bị đau tim và ít hoặc không bị đau. Trong một số trường hợp, chứng đau thắt ngực có thể khá nghiêm trọng. Các cơn đau thắt ngực trầm trọng hơn, cơn đau thắt ngực khởi phát đột ngột khi nghỉ ngơi và cơn đau thắt ngực kéo dài hơn 15 phút là các triệu chứng của chứng đau thắt ngực không ổn định (thường được xếp vào nhóm các tình trạng tương tự như hội chứng mạch vành cấp tính). Vì những triệu chứng này có thể báo trước một cơn đau tim nên chúng cần được chăm sóc y tế khẩn cấp và nói chung được điều trị tương tự như các cơn đau tim. Vào đầu thế kỷ 20, cơn đau thắt ngực dữ dội được coi là dấu hiệu của cái chết sắp xảy ra. Tuy nhiên, các liệu pháp y học hiện đại đã cải thiện triển vọng một cách đáng kể. Bệnh nhân trung niên bị đau thắt ngực từ trung bình đến nặng (phân loại theo độ II, III và IV) có tỷ lệ sống sót sau 5 năm khoảng 92%."	https://en.wikipedia.org/wiki/Angina
D000788	Đau thắt ngực, biến thể		Không tìm thấy mô tả.	
D000789	Đau thắt ngực, không ổn định		Không tìm thấy mô tả.	
D000849	bất thường	Anomia	Anomia có thể đề cập đến: Anomic aphasia, một loại chứng mất ngôn ngữ Anomia (hai mảnh vỏ), một chi của loài hai mảnh vỏ Anomia (trò chơi), trò chơi tiệc tùng năm 2009 do Andrew Innes thiết kế	https://en.wikipedia.org/wiki/Anomia
D000855	Chán ăn	Anorexia	"Chán ăn tâm thần (AN), thường được gọi là chán ăn, là một chứng rối loạn ăn uống đặc trưng bởi việc hạn chế ăn uống nhiều, rối loạn hình ảnh cơ thể, sợ tăng cân và mong muốn gầy đi quá mức. Những đặc điểm này thường có nghĩa là các cá nhân bị suy dinh dưỡng nghiêm trọng do rối loạn này. Những người mắc chứng chán ăn tâm thần sợ tăng cân, mặc dù thực tế là họ thường bị thiếu cân. DSM-5 mô tả triệu chứng nhận thức này là ""sự xáo trộn trong cách cảm nhận trọng lượng hoặc hình dạng cơ thể của một người"". Nghiên cứu gần đây đã chỉ ra rằng sự xáo trộn này không dựa trên việc đánh giá quá cao kích thước cơ thể mà dựa trên sự không hài lòng về cơ thể: những người mắc chứng biếng ăn có thể xác định chính xác kích thước cơ thể của họ bằng trực quan, nhưng lại thấy những cơ thể thiếu cân trầm trọng là hấp dẫn nhất. Những người mắc chứng chán ăn tâm thần cũng có thể phủ nhận rằng các triệu chứng hoặc hành vi của họ là biểu hiện của bệnh tật. Họ có thể tự cân thường xuyên, ăn một lượng nhỏ và chỉ ăn một số loại thực phẩm nhất định để kiểm soát được ngoại hình cơ thể của mình nhiều nhất có thể. Một số bệnh nhân mắc chứng chán ăn tâm thần ăn uống vô độ để ảnh hưởng thêm đến cân nặng hoặc hình dáng của họ. Việc tẩy có thể biểu hiện dưới dạng gây nôn, tập thể dục quá mức và/hoặc lạm dụng thuốc nhuận tràng. Chứng chán ăn tâm thần có tỷ lệ tử vong cao nhất trong số các chẩn đoán tâm thần. Các biến chứng y tế có thể bao gồm loãng xương, vô sinh và tổn thương tim, cùng với việc ngừng kinh nguyệt và tử vong. Các biến chứng ở nam giới có thể bao gồm giảm testosterone. Trong trường hợp bệnh nhân chán ăn tâm thần liên tục từ chối các biện pháp can thiệp phục hồi cân nặng và ăn kiêng đáng kể, bác sĩ tâm thần có thể tuyên bố bệnh nhân thiếu khả năng đưa ra quyết định, dẫn đến quyết định y tế là phải cho ăn bằng cách kiềm chế qua ống thông mũi dạ dày. Chứng biếng ăn thường phát triển ở tuổi thiếu niên hoặc thanh niên. Nguyên nhân gây chán ăn tâm thần rất phức tạp và khác nhau tùy từng cá nhân, nhiều nguyên nhân có thể bao gồm nguyên nhân di truyền, xã hội, sinh lý và môi trường. Thông thường nhất, sự trầm trọng thêm của bệnh tâm thần được cho là xảy ra sau một sự kiện gây thay đổi lớn trong cuộc sống hoặc gây căng thẳng. Tuy nhiên, có bằng chứng chắc chắn rằng chứng chán ăn tâm thần cũng có yếu tố di truyền, trong đó các cặp song sinh giống hệt nhau bị ảnh hưởng thường xuyên hơn so với các cặp song sinh khác trứng, trong đó có một số lượng lớn các yếu tố nguy cơ di truyền gây ra chứng rối loạn: tương tự như các rối loạn tâm thần khác có thành phần di truyền. Các yếu tố văn hóa cũng đóng một vai trò rất quan trọng, với những xã hội coi trọng sự gầy gò có tỷ lệ mắc bệnh cao hơn. Chứng chán ăn tâm thần cũng thường xảy ra ở các vận động viên chơi các môn thể thao mà trọng lượng cơ thể thấp được cho là có lợi cho thẩm mỹ hoặc hiệu suất, chẳng hạn như khiêu vũ, cổ vũ, thể dục dụng cụ, chạy, trượt băng nghệ thuật và nhảy trượt tuyết (chán ăn thể thao). Điều trị chứng biếng ăn bao gồm việc đưa bệnh nhân trở lại cân nặng khỏe mạnh, điều trị các vấn đề tâm lý tiềm ẩn của họ và giải quyết các hành vi không thích nghi tiềm ẩn, thường bằng các hình thức trị liệu bằng trò chuyện; một số ví dụ về các liệu pháp đã được chứng minh lâm sàng bao gồm liệu pháp hành vi nhận thức hoặc liệu pháp gia đình Maudsley, một phương pháp mà cha mẹ chịu trách nhiệm cho con mình ăn. Liều thấp olanzapine hàng ngày đã được chứng minh là làm tăng cảm giác thèm ăn và hỗ trợ tăng cân ở bệnh nhân. Bác sĩ tâm thần có thể kê đơn thuốc cho bệnh nhân mắc chứng chán ăn tâm thần để kiểm soát chứng lo âu hoặc trầm cảm tốt hơn, đây là những rối loạn thường liên quan đến rối loạn. Tuy nhiên, thuốc không được coi là phương pháp chữa khỏi chứng chán ăn tâm thần: những con đường như vậy giải quyết các nguyên nhân cơ bản gây ra chứng rối loạn, thường hỗ trợ phục hồi bằng cách cho phép cá nhân có trạng thái tinh thần rõ ràng và khỏe mạnh hơn để hiểu được các biến chứng của chứng chán ăn tâm thần. Nó không hỗ trợ những người không có bất kỳ tình trạng tâm thần liên quan nào khác ảnh hưởng đến khả năng làm việc đó của họ. Nó đã được chứng minh là hỗ trợ phục hồi các chứng rối loạn ăn uống khác, chẳng hạn như chứng cuồng ăn và rối loạn ăn uống vô độ. Trong những trường hợp nghiêm trọng, người bệnh có thể phải được cho ăn bằng ống thông mũi dạ dày để phục hồi cân nặng và mức dinh dưỡng lành mạnh bằng vũ lực. Bằng chứng về lợi ích của việc nuôi ăn qua ống thông mũi dạ dày là không rõ ràng; một số cá nhân hồi phục sau lần nhập viện đầu tiên, trong khi những người khác phải điều trị định kỳ trong nhiều năm: đôi khi là vô thời hạn. Nguy cơ tái phát lớn nhất xảy ra trong năm đầu tiên sau khi xuất viện sau khi điều trị rối loạn ăn uống. Trong vòng hai năm đầu sau khi xuất viện, khoảng 31% bệnh nhân chán ăn tâm thần tái phát. Nhiều biến chứng, cả về thể chất và tâm lý, sẽ được cải thiện hoặc giải quyết bằng cách phục hồi dinh dưỡng và tăng cân đầy đủ. Chứng chán ăn tâm thần được ước tính xảy ra ở khoảng 0,3–4,3% phụ nữ và 0,2–1% nam giới ở các nước phương Tây tại một thời điểm nào đó trong cuộc đời của họ. Mức độ ở các quốc gia khác không rõ ràng do không được chẩn đoán và thiếu nhận thức, mặc dù có thể cho rằng nó hiện diện nhiều hơn ở các xã hội phương Tây do tập trung nhiều hơn vào trọng lượng cơ thể thấp và vẻ đẹp trên mạng xã hội và đời thực. Có một quan sát cho thấy sự gia tăng chẩn đoán chứng chán ăn từ thế kỷ 20 trở đi: không rõ liệu điều này là do tần suất của nó tăng lên thực tế hay đơn giản là do khả năng chẩn đoán được cải thiện. Năm 2013, nó trực tiếp gây ra khoảng 600 ca tử vong trên toàn cầu, tăng từ 400 ca tử vong vào năm 1990. Rối loạn ăn uống cũng làm tăng nguy cơ tử vong của một người do nhiều nguyên nhân khác, bao gồm cả tự tử. Khoảng 5% số người mắc chứng biếng ăn chết vì các biến chứng trong khoảng thời gian 10 năm với các biến chứng y tế và tự tử lần lượt là nguyên nhân chính và phụ gây tử vong. Chán ăn có tỷ lệ tử vong cao nhất trong số các bệnh tâm thần, chỉ đứng sau sử dụng quá liều opioid."	https://en.wikipedia.org/wiki/Anorexia
D000857	Rối loạn khứu giác		Không tìm thấy mô tả.	
D000860	thiếu oxy	Anoxia	"Anoxia có nghĩa là sự suy giảm hoàn toàn mức oxy, một dạng thiếu oxy cực độ hoặc ""oxy thấp"". Thuật ngữ thiếu oxy và thiếu oxy được sử dụng trong nhiều bối cảnh khác nhau: Nước thiếu oxy, nước biển, nước ngọt hoặc nước ngầm bị cạn kiệt oxy hòa tan Sự kiện thiếu oxy, khi các đại dương trên Trái đất cạn kiệt hoàn toàn oxy dưới mực nước bề mặt. Tình trạng thiếu oxy, thiếu oxy khi có mặt hydrogen sulfide. Thiếu oxy (môi trường), điều kiện oxy thấp Thiếu oxy (y học), khi cơ thể hoặc một vùng cơ thể bị thiếu nguồn cung cấp oxy đầy đủ. não bị thiếu oxy hoàn toàn, một dạng thiếu oxy não nghiêm trọng"	https://en.wikipedia.org/wiki/Anoxia
D001037	Chứng mất ngôn ngữ	Aphasia	"Chứng mất ngôn ngữ, còn được gọi là chứng khó đọc, là sự suy giảm khả năng hiểu hoặc hình thành ngôn ngữ của một người do rối loạn chức năng ở các vùng não cụ thể. Nguyên nhân chính là đột quỵ và chấn thương đầu; tỷ lệ hiện mắc khó xác định, nhưng chứng mất ngôn ngữ do đột quỵ được ước tính là 0,1–0,4% ở các nước phát triển. Chứng mất ngôn ngữ cũng có thể là kết quả của khối u não, động kinh, các bệnh thần kinh tự miễn như bệnh đa xơ cứng, nhiễm trùng não hoặc các bệnh thoái hóa thần kinh như chứng mất trí nhớ. Để được chẩn đoán mắc chứng mất ngôn ngữ, khả năng sản xuất và/hoặc hiểu ngôn ngữ viết và/hoặc nói của một người phải bị suy giảm đáng kể. Trong trường hợp mất ngôn ngữ tiến triển, tình trạng suy giảm này tiến triển chậm theo thời gian. Những khó khăn của người mắc chứng mất ngôn ngữ có thể bao gồm từ việc thỉnh thoảng khó tìm từ cho đến mất khả năng nói, đọc hoặc viết; Tuy nhiên, trí thông minh không bị ảnh hưởng. Ngôn ngữ biểu cảm và ngôn ngữ tiếp thu đều có thể bị ảnh hưởng. Chứng mất ngôn ngữ cũng ảnh hưởng đến ngôn ngữ hình ảnh như ngôn ngữ ký hiệu. Ngược lại, việc sử dụng các cách diễn đạt mang tính công thức trong giao tiếp hàng ngày thường được bảo tồn. Ví dụ, trong khi một người mắc chứng mất ngôn ngữ, đặc biệt là chứng mất ngôn ngữ biểu cảm (mất ngôn ngữ của Broca), có thể không hỏi được người thân của họ ngày sinh nhật, họ vẫn có thể hát ""Chúc mừng sinh nhật"". Một khiếm khuyết phổ biến ở tất cả các chứng mất ngôn ngữ là chứng mất ngôn ngữ, trong đó cá nhân bị ảnh hưởng gặp khó khăn trong việc tìm từ chính xác. Với chứng mất ngôn ngữ, một hoặc nhiều phương thức giao tiếp trong não đã bị tổn thương và do đó hoạt động không chính xác. Chứng mất ngôn ngữ không phải do tổn thương não dẫn đến suy giảm vận động hoặc cảm giác, do đó tạo ra lời nói bất thường - nghĩa là chứng mất ngôn ngữ không liên quan đến cơ chế nói mà liên quan đến nhận thức ngôn ngữ của cá nhân. Tuy nhiên, một người có thể gặp phải cả hai vấn đề, ví dụ: trong trường hợp xuất huyết làm tổn thương một vùng não lớn. Khả năng ngôn ngữ của một cá nhân kết hợp với bộ quy tắc được chia sẻ trong xã hội, cũng như các quá trình suy nghĩ đằng sau giao tiếp (vì nó ảnh hưởng đến cả ngôn ngữ bằng lời nói và phi ngôn ngữ). Chứng mất ngôn ngữ không phải là kết quả của khó khăn về cảm giác hoặc vận động ngoại biên khác, chẳng hạn như tê liệt ảnh hưởng đến cơ nói hoặc suy giảm thính lực nói chung. Các dạng rối loạn xử lý thính giác (APD) phát triển thần kinh có thể phân biệt được với chứng mất ngôn ngữ ở chỗ chứng mất ngôn ngữ đó theo định nghĩa là do chấn thương não mắc phải, nhưng chứng mất ngôn ngữ do động kinh mắc phải đã được xem là một dạng APD."	https://en.wikipedia.org/wiki/Aphasia
D001039	Mất ngôn ngữ, Broca		Không tìm thấy mô tả.	
D001041	Chứng mất ngôn ngữ, Wernicke		Không tìm thấy mô tả.	
D001044	Aphonia	Aphonia	"Aphonia được định nghĩa là không có khả năng tạo ra âm thanh hữu thanh. Điều này có thể là kết quả của tổn thương, chẳng hạn như phẫu thuật (ví dụ, cắt tuyến giáp) hoặc khối u, hoặc có thể là kết quả của các biện pháp tâm lý. Aphonia có nghĩa là ""không có âm thanh"". Nói cách khác, một người mắc chứng rối loạn này bị mất giọng nói và không thể giao tiếp bằng giọng nói."	https://en.wikipedia.org/wiki/Aphonia
